Nombre,ISIN,Último Precio,Rendimiento 12 Meses,Categoría Morningstar,Medalist Rating,Rating Morningstar para Fondos,Rating ESG Morningstar Para Fondos,Patrimonio (moneda base),Fecha Patrimonio Fondo,Costes PRIIPs KID,Fecha de creación
Amundi Global Bioenergy UCITS ETF USDAcc,LU1681046188,—,"0,00 %",Sector Equity Alternative Energy,—,,—,"39,79 MUS$",13 oct 2025,"0,35 %",31 ene 2018
Amundi Global Corp Bd 1-5Y ESG ETF DR C,LU1525418726,—,"0,00 %",Global Corporate Bond,,,,"583,55 MUS$",13 oct 2025,"0,20 %",4 ene 2017
Amundi Global Corp Bd 1-5Y ESG ETF DRH£C,LU2382233182,—,"0,00 %",Global Corporate Bond - GBP Hedged,,,,"437,85 MGBP",13 oct 2025,"0,15 %",5 nov 2021
Amundi Global Corporate Bd ETF USD H Acc,LU2924150019,"10,57 US$",—,Global Corporate Bond - USD Hedged,,—,,"590,82 MUS$",13 oct 2025,"0,17 %",4 feb 2025
Amundi Global Gender Equality ETF Acc,LU1691909508,"18,43 US$","0,00 %",Global Large-Cap Blend Equity,,,,"56,09 MUS$",13 oct 2025,"0,20 %",14 jun 2024
Amundi Global Govt Bd ETF Dist,LU2099288503,—,"2,33 %",Global Government Bond,,,,"172,05 MUS$",13 oct 2025,"0,09 %",24 jun 2020
Amundi Global Govt Bd ETF EUR H Dist,LU2099289147,—,"2,35 %",Global Government Bond - EUR Hedged,,,,"148,82 M€",13 oct 2025,"0,15 %",2 jun 2020
Amundi Global Hydrogen ETF - Acc,FR0010930644,—,"0,00 %",Other Equity,—,,,"246,72 M€",13 oct 2025,"0,45 %",28 sept 2010
Amundi Global Luxury ETF EUR Acc,LU1681048630,—,"0,00 %",Sector Equity Consumer Goods & Services,,,,"415,36 M€",13 oct 2025,"0,25 %",31 ene 2018
Amundi Global Luxury ETF USD Acc,LU1681048713,—,"0,00 %",Sector Equity Consumer Goods & Services,,,,"480,20 MUS$",13 oct 2025,"0,25 %",31 ene 2018
Amundi Global Qual Inc ETF Acc,LU0855692520,—,"0,00 %",Global Equity Income,,,—,"147,01 MGBP",13 oct 2025,"0,45 %",27 nov 2012
Amundi Global Qual Inc ETF Dist,LU0832436512,—,"3,91 %",Global Equity Income,,,—,"169,47 M€",13 oct 2025,"0,45 %",25 sept 2012
Amundi Global Qual Inc ETF GBP H Acc,LU1040688639,—,"0,00 %",Other Equity,—,—,—,"147,01 MGBP",13 oct 2025,"0,45 %",8 ago 2014
Amundi Global Treasury Bd ETF USD H Acc,LU2924149862,"10,32 US$",—,Global Government Bond - USD Hedged,—,—,,"1386,60 MUS$",13 oct 2025,"0,12 %",4 feb 2025
Amundi Ibex 35 Doble Apln Diario ETF Acc,FR0011042753,"50,98 €","0,00 %",Trading - Leveraged/Inverse Equity,—,—,—,"52,83 M€",13 oct 2025,"0,40 %",31 may 2011
Amundi Ibex 35 Doble Inverso Diar ETFAcc,FR0011036268,"0,48 €","0,00 %",Trading - Leveraged/Inverse Equity,—,—,—,"39,03 M€",13 oct 2025,"0,60 %",4 jul 2011
Amundi Ibex 35 ETF Acc,FR0010655746,"391,10 €","0,00 %",Spain Equity,,—,,"591,19 M€",13 oct 2025,"0,30 %",5 abr 2024
Amundi Ibex 35 ETF Dist,FR0010251744,"162,11 €","2,24 %",Spain Equity,,,,"591,19 M€",13 oct 2025,"0,30 %",3 oct 2006
Amundi IS CAC 40 ESG DR ETF-C,LU1681046931,—,"0,00 %",France Equity,,,,"687,42 M€",13 oct 2025,"0,25 %",14 feb 2018
Amundi IS CAC 40 ESG DR ETF-D,LU1681047079,—,"2,80 %",France Equity,,,,"687,42 M€",13 oct 2025,"0,25 %",14 feb 2018
Amundi IS China CNY Bonds ETF DR USD Cap,LU2439735890,"56,45 US$","0,00 %",RMB Bond - Onshore,,—,,"1,81 MUS$",13 oct 2025,"0,20 %",28 nov 2022
Amundi IS Core Global Gvt Bd ETF DR,LU1437016204,"45,55 €","0,00 %",Global Government Bond,,,,"3951,18 M€",13 oct 2025,"0,20 %",14 nov 2016
Amundi IS Core Global Gvt Bd ETFDR€,LU1737653631,—,"2,19 %",Global Government Bond,,,,"3951,18 M€",13 oct 2025,"0,20 %",19 dic 2017
Amundi IS Core Global Gvt BdETFDRH$C,LU2469335538,"52,94 US$","0,00 %",Global Government Bond - USD Hedged,,,,"4567,94 MUS$",13 oct 2025,"0,22 %",2 jun 2022
Amundi IS Core MSCI China A Swap ETF Dis,LU2572256746,"176,66 US$","1,82 %",China Equity,,—,,"573,97 MUS$",13 oct 2025,"0,25 %",10 mar 2023
Amundi IS Core MSCI Emerg Mkts ETF Acc,LU1437017350,"77,97 €","0,00 %",Global Emerging Markets Equity,,,,"6606,47 M€",10 oct 2025,"0,18 %",29 jun 2016
Amundi IS Core MSCI Europe ETF DR,LU1437015735,—,"0,00 %",Europe Large-Cap Blend Equity,,,,"6496,10 M€",13 oct 2025,"0,12 %",10 nov 2016
Amundi IS Core MSCI World Swap ETF Dist,LU2572257124,"121,70 US$","1,54 %",Global Large-Cap Blend Equity,,—,,"6550,51 MUS$",13 oct 2025,"0,20 %",21 abr 2023
Amundi IS Euro GvtBdHghstRtd InvmGrETF€C,LU1681046691,—,"0,00 %",EUR Government Bond,,,,"241,85 M€",13 oct 2025,"0,14 %",27 feb 2018
Amundi IS Euro Lwst Rtd IG Gvt Bd ETF-C,LU1681046774,—,"0,00 %",EUR Government Bond,,,,"1121,02 M€",13 oct 2025,"0,14 %",5 abr 2018
Amundi IS Euro Lwst Rtd IG GvtBd 1-3ETFC,LU1681046345,—,"0,00 %",EUR Government Bond - Short Term,,,,"66,95 M€",13 oct 2025,"0,14 %",5 abr 2018
Amundi IS FltngRt$CorpESG ETF DR H EUR C,LU1681041031,—,"0,00 %",Other Bond,—,—,,"545,84 M€",13 oct 2025,"0,20 %",5 abr 2018
Amundi IS FTSE EPRA Europe RE ETF-C,LU1681039480,"329,35 €","0,00 %",Property - Indirect Europe,,,,"96,90 M€",13 oct 2025,"0,30 %",31 ene 2018
Amundi IS FTSE EPRA NAREIT Global ETF DR,LU1437018838,"63,61 €","0,00 %",Property - Indirect Global,,,,"694,94 M€",13 oct 2025,"0,24 %",11 nov 2016
Amundi IS Global Aggt Bd ESG ETF DR C,LU2439734141,"41,94 €","0,00 %",Global Diversified Bond,,,,"335,33 MUS$",13 oct 2025,"0,14 %",22 mar 2022
Amundi IS Global Aggt Bd ESG ETF DR EURC,LU2439733507,"52,06 €","0,00 %",Global Diversified Bond - EUR Hedged,,,,"290,05 M€",13 oct 2025,"0,16 %",22 mar 2022
Amundi IS Global Aggt Bd ESG ETF DR USD,LU2469335611,"54,35 US$","0,00 %",Global Diversified Bond - USD Hedged,,,,"335,33 MUS$",13 oct 2025,"0,16 %",1 jun 2022
Amundi IS ITALY MIB ESG ETF DR - EUR C,LU1681037518,"101,24 €","0,00 %",Italy Equity,,,,"130,88 M€",13 oct 2025,"0,18 %",31 ene 2018
Amundi IS Japan Topix ETF-C CHF Hdg,LU1681038169,—,"0,00 %",Other Equity,—,—,—,"738,21 MCHF",13 oct 2025,"0,48 %",18 abr 2018
Amundi IS Japan Topix ETF-C EUR,LU1681037609,"119,36 €","0,00 %",Japan Large-Cap Blend Equity,,,—,"792,91 M€",13 oct 2025,"0,20 %",18 abr 2018
Amundi IS Japan Topix ETF-C EUR Hdg,LU1681037864,—,"0,00 %",Other Equity,—,—,—,"792,91 M€",13 oct 2025,"0,48 %",18 abr 2018
Amundi IS Japan Topix ETF-C GBP Hdg,LU1681038086,—,"0,00 %",Other Equity,—,—,—,"687,82 MGBP",13 oct 2025,"0,48 %",18 abr 2018
Amundi IS Japan Topix ETF-C JPY,LU1681037781,"20.998,09 JPY","0,00 %",Japan Large-Cap Blend Equity,,,—,"139,68 mil MJPY",13 oct 2025,"0,20 %",18 abr 2018
Amundi IS JPX-Nikkei 400 ETF-C CHF Hdg,LU1681047665,—,"0,00 %",Other Equity,—,—,—,"199,14 MCHF",13 oct 2025,"0,18 %",22 mar 2018
Amundi IS JPX-Nikkei 400 ETF-C EUR,LU1681038912,"200,84 €","0,00 %",Japan Large-Cap Blend Equity,,,—,"213,90 M€",13 oct 2025,"0,18 %",22 mar 2018
Amundi IS JPX-Nikkei 400 ETF-C EUR Hdg,LU1681039134,—,"0,00 %",Other Equity,—,—,—,"213,90 M€",13 oct 2025,"0,18 %",22 mar 2018
Amundi IS JPX-Nikkei 400 ETF-C JPY,LU1681039050,"35.359,23 JPY","0,00 %",Japan Large-Cap Blend Equity,,,—,"37,68 mil MJPY",13 oct 2025,"0,18 %",22 mar 2018
Amundi IS JPX-Nikkei 400 ETF-C USD Hdg,LU1681039217,—,"0,00 %",Other Equity,—,—,—,"247,29 MUS$",13 oct 2025,"0,18 %",22 mar 2018
Amundi IS MSCI Em Asia ETF-C EUR,LU1681044480,"43,87 €","0,00 %",Asia ex-Japan Equity,,,,"1874,42 M€",13 oct 2025,"0,20 %",22 mar 2018
Amundi IS MSCI Em Latin America ETF-C $,LU1681045297,—,"0,00 %",Latin America Equity,,,,"493,49 MUS$",13 oct 2025,"0,20 %",22 mar 2018
Amundi IS MSCI Em Latin America ETF-C €,LU1681045024,—,"0,00 %",Latin America Equity,,,,"426,86 M€",13 oct 2025,"0,20 %",22 mar 2018
Amundi IS MSCI Emerg Mkts Swp ETF EURAcc,LU1681045370,"5,93 €","0,00 %",Global Emerging Markets Equity,,,,"4034,21 M€",13 oct 2025,"0,20 %",18 abr 2018
Amundi IS MSCI Emerg Mkts Swp ETF USDAcc,LU1681045453,"6,87 US$","0,00 %",Global Emerging Markets Equity,,,,"4663,93 MUS$",13 oct 2025,"0,20 %",18 abr 2018
Amundi IS MSCI Europe Growth ETF Acc,LU1681042435,"333,05 €","0,00 %",Europe Large-Cap Growth Equity,,,,"157,58 M€",13 oct 2025,"0,35 %",31 ene 2018
Amundi IS MSCI Europe Growth ETF Dist,LU1598688189,"198,32 €","0,64 %",Europe Large-Cap Growth Equity,,—,,"157,58 M€",13 oct 2025,"0,35 %",24 abr 2024
Amundi IS MSCI Europe Hi Div Fctr ETF-C,LU1681041973,—,"0,00 %",Europe Equity Income,,,,"234,21 M€",13 oct 2025,"0,23 %",31 ene 2018
Amundi IS MSCI Europe Min Vol Fctr ETF-C,LU1681041627,—,"0,00 %",Europe Large-Cap Blend Equity,,,,"144,98 M€",13 oct 2025,"0,23 %",18 abr 2018
Amundi IS MSCI Europe Momt Fctr ETF-C,LU1681041460,—,"0,00 %",Europe Large-Cap Blend Equity,,,,"114,47 M€",13 oct 2025,"0,23 %",22 mar 2018
Amundi IS MSCI Europe Quality Fctr ETF-C,LU1681041890,—,"0,00 %",Europe Large-Cap Growth Equity,,,,"241,06 M€",13 oct 2025,"0,23 %",22 mar 2018
Amundi IS MSCI Europe Value Factor ETF-C,LU1681042518,"378,75 €","0,00 %",Europe Large-Cap Value Equity,,,,"335,07 M€",13 oct 2025,"0,23 %",18 abr 2018
Amundi IS MSCI India Swap II ETF EUR Acc,LU1681043086,"866,32 €","0,00 %",India Equity,,,,"235,00 M€",13 oct 2025,"0,80 %",18 abr 2018
Amundi IS MSCI India Swap II ETF USD Acc,LU1681043169,"1004,14 US$","0,00 %",India Equity,,,,"271,68 MUS$",13 oct 2025,"0,80 %",18 abr 2018
Amundi IS MSCI Nordic ETF-C,LU1681044647,"623,50 €","0,00 %",Nordic Equity,,,,"238,54 M€",13 oct 2025,"0,25 %",22 mar 2018
Amundi IS MSCI Switzerland ETF-C CHF,LU1681044993,"20,26 US$","0,00 %",Switzerland Equity,,,,"438,03 MCHF",13 oct 2025,"0,25 %",22 mar 2018
Amundi IS MSCI Switzerland ETF-C EUR,LU1681044720,"240,67 US$","0,00 %",Switzerland Equity,,,,"470,50 M€",13 oct 2025,"0,25 %",22 mar 2018
Amundi IS MSCI USA Min Vol Fac ETF,LU1589349734,—,"0,00 %",US Large-Cap Blend Equity,,,,"89,97 MUS$",13 oct 2025,"0,18 %",25 abr 2017
Amundi IS MSCI World Ex Europe ETF-C EUR,LU1681045537,—,"0,00 %",Global Large-Cap Blend Equity,,,,"716,91 M€",13 oct 2025,"0,35 %",18 abr 2018
Amundi IS MSCI World Swap ETF EUR Acc,LU1681043599,—,"0,00 %",Global Large-Cap Blend Equity,,,,"5724,49 M€",13 oct 2025,"0,38 %",18 abr 2018
Amundi IS MSCI World Swap ETF USD Acc,LU1681043672,—,"0,00 %",Global Large-Cap Blend Equity,,,,"6618,06 MUS$",13 oct 2025,"0,38 %",18 abr 2018
Amundi IS Nasdaq-100 Swap ETF EUR Acc,LU1681038243,—,"0,00 %",US Large-Cap Growth Equity,,,,"2652,13 M€",13 oct 2025,"0,23 %",18 abr 2018
Amundi IS Nasdaq-100 Swap ETF EUR H Acc,LU1681038599,—,"0,00 %",Other Equity,—,—,,"2652,13 M€",13 oct 2025,"0,35 %",18 abr 2018
Amundi IS Nasdaq-100 Swap ETF USD Acc,LU1681038326,—,"0,00 %",US Large-Cap Growth Equity,,,,"3066,12 MUS$",13 oct 2025,"0,23 %",18 abr 2018
Amundi IS Prime Europe ETF DR,LU1931974262,—,"2,54 %",Europe Large-Cap Blend Equity,,,,"245,87 M€",13 oct 2025,"0,05 %",30 ene 2019
Amundi IS Prime Europe ETF DR (C),LU2089238039,"35,90 US$","0,00 %",Europe Large-Cap Blend Equity,,,,"245,87 M€",13 oct 2025,"0,05 %",30 ene 2019
Amundi IS Prime Eurozone ETF DR,LU1931974429,"34,84 €","2,34 %",Eurozone Large-Cap Equity,,,,"137,58 M€",13 oct 2025,"0,05 %",30 ene 2019
Amundi IS Prime Eurozone ETF DR (C),LU2089238112,—,"0,00 %",Eurozone Large-Cap Equity,,,,"137,58 M€",13 oct 2025,"0,05 %",30 ene 2019
Amundi IS Russell 2000 ETF-C EUR,LU1681038672,—,"0,00 %",US Small-Cap Equity,,,,"971,73 M€",13 oct 2025,"0,35 %",22 mar 2018
Amundi IS Russell 2000 ETF-C USD,LU1681038839,—,"0,00 %",US Small-Cap Equity,,,,"1123,41 MUS$",13 oct 2025,"0,35 %",22 mar 2018
Amundi IS S&P 500 Buyback ETF-C EUR,LU1681048127,—,"0,00 %",US Large-Cap Value Equity,,,,"67,78 M€",13 oct 2025,"0,15 %",31 ene 2018
Amundi IS S&P 500 Buyback ETF-C USD,LU1681048556,—,"0,00 %",US Large-Cap Value Equity,,,,"78,36 MUS$",13 oct 2025,"0,15 %",31 ene 2018
Amundi IS USD Emerg Mkts Govt Bd ETF Acc,LU1681041205,—,"0,00 %",Global Emerging Markets Bond,,,,"247,02 MUS$",13 oct 2025,"0,25 %",27 feb 2018
Amundi IS USD Emerg Mkts Govt Bd ETF Dis,LU1686830909,—,"0,00 %",Global Emerging Markets Bond,,—,,"247,02 MUS$",13 oct 2025,"0,25 %",8 feb 2024
Amundi IS USD Emerg Mkts Govt BdETF€HDis,LU1686831030,—,"0,00 %",Global Emerging Markets Bond - EUR Hedged,,—,,"213,66 M€",13 oct 2025,"0,27 %",8 feb 2024
Amundi IS-Amundi Cr Glb Agg Bd ETF DR,LU1437024729,—,"0,00 %",Global Diversified Bond,,,,"2301,15 M€",13 oct 2025,"0,10 %",21 oct 2016
Amundi IS-Amundi Cr Glb Agg Bd ETF DRH$,LU1778293313,—,"0,00 %",Global Diversified Bond - USD Hedged,,,,"2660,35 MUS$",13 oct 2025,"0,10 %",26 feb 2018
Amundi IS-Amundi Cr Glb Agg Bd ETF DR€H,LU1708330318,—,"0,00 %",Global Diversified Bond - EUR Hedged,,,,"2301,15 M€",13 oct 2025,"0,10 %",30 oct 2017
Amundi Italy BTP Govt Bd 1-3Y ETF Dis,LU1598691050,—,"1,36 %",EUR Government Bond - Short Term,,,,"145,28 M€",13 oct 2025,"0,17 %",19 feb 2024
Amundi Italy BTP Govt Bd 10Y ETF Acc,LU1598691217,—,"0,00 %",EUR Bond - Long Term,,,,"778,22 M€",13 oct 2025,"0,17 %",19 feb 2024
Amundi Japan Topix II ETF Dist EUR,FR0010245514,—,"0,68 %",Japan Large-Cap Blend Equity,,,,"616,95 M€",10 oct 2025,"0,45 %",10 nov 2005
Amundi Japan Topix II ETF Dly H EUR Dist,FR0011475078,—,"1,30 %",Other Equity,—,—,,"616,95 M€",10 oct 2025,"0,45 %",25 abr 2013
Amundi JPM INR India Govt Bd ETF USD Acc,IE0004W4ZVJ5,—,"0,00 %",Other Bond,—,—,,"3,58 MUS$",13 oct 2025,"0,30 %",4 sept 2024
Amundi Label ISR Act Europe ETF Acc,FR001400SDI8,—,—,Europe Large-Cap Blend Equity,—,—,,"100,93 M€",13 oct 2025,"0,20 %",27 nov 2024
Amundi Label ISR Act Japon ETF Acc,FR001400SDJ6,—,—,Japan Large-Cap Blend Equity,—,—,,"5,63 M€",10 oct 2025,"0,20 %",27 nov 2024
Amundi Label ISR Act Japon ETF EUR H Acc,FR001400SDK4,—,—,Other Equity,—,—,,"5,63 M€",10 oct 2025,"0,22 %",27 nov 2024
Amundi Label ISR Act Monde ETF Acc,FR001400SDM0,—,—,Global Large-Cap Blend Equity,—,—,,"184,30 M€",13 oct 2025,"0,20 %",27 nov 2024
Amundi Label ISR Act USA ETF Acc,FR001400SDN8,—,—,US Large-Cap Blend Equity,—,—,,"201,25 M€",13 oct 2025,"0,20 %",27 nov 2024
Amundi Label ISR Act USA ETF EUR H Acc,FR001400SDO6,—,—,Other Equity,—,—,,"201,25 M€",13 oct 2025,"0,22 %",27 nov 2024
Amundi Label ISR Credit EUR ETF Acc,FR001400SDP3,—,—,EUR Corporate Bond,—,—,,"119,46 M€",13 oct 2025,"0,25 %",27 nov 2024
Amundi Label ISR Credit USD ETF Acc,FR001400SDQ1,—,—,USD Corporate Bond,—,—,,"34,26 M€",13 oct 2025,"0,25 %",27 nov 2024
Amundi Label ISR Credit USD ETF EUR H Ac,FR001400SQV3,—,—,Other Bond,—,—,,"34,26 M€",13 oct 2025,"0,27 %",27 nov 2024
Amundi LevDAX Daily (2x) ETF Acc,LU0252634307,—,"0,00 %",Trading - Leveraged/Inverse Equity,—,—,—,"199,34 M€",13 oct 2025,"0,35 %",1 jun 2006
AMUNDI LIFECYCLE 2030 ETF Acc,LU2872291948,—,—,Target Date 2026 - 2030,—,—,—,"5,88 M€",13 oct 2025,"0,18 %",28 ene 2025
AMUNDI LIFECYCLE 2033 ETF Acc,LU2872292086,—,—,Target Date 2031 - 2035,—,—,—,"5,34 M€",13 oct 2025,"0,18 %",28 ene 2025
AMUNDI LIFECYCLE 2036 ETF Acc,LU2872292169,—,—,Target Date 2036 - 2040,—,—,—,"6,02 M€",13 oct 2025,"0,18 %",28 ene 2025
AMUNDI LIFECYCLE 2039 ETF Acc,LU2872292243,—,—,Target Date 2036 - 2040,—,—,—,"6,42 M€",13 oct 2025,"0,18 %",28 ene 2025
Amundi MDAX ESG ETF EUR Dis,LU2611731667,—,"1,53 %",Germany Small/Mid-Cap Equity,,,,"227,67 M€",13 oct 2025,"0,30 %",7 dic 2023
Amundi MDAX ESG II UCITS ETF,DE000ETF9074,—,"1,61 %",Germany Small/Mid-Cap Equity,,,,"102,69 M€",13 oct 2025,"0,30 %",30 oct 2015
Amundi MDAX ETF,FR0011857234,—,"1,90 %",Germany Small/Mid-Cap Equity,,,—,"223,16 M€",13 oct 2025,"0,20 %",15 may 2014
Amundi MSCI AC Asia Ex Japan ETF Acc,LU1900068161,—,"0,00 %",Asia ex-Japan Equity,,,,"305,21 M€",13 oct 2025,"0,50 %",21 feb 2019
Amundi MSCI AC AsiaPac Ex Jpn ETF Acc,LU1900068328,—,"0,00 %",Asia-Pacific ex-Japan Equity,,,,"537,08 M€",13 oct 2025,"0,60 %",21 feb 2019
Amundi MSCI ACWI SRIClmtPrsAlgdETFDRUSDA,IE0000ZVYDH0,—,"0,00 %",Global Large-Cap Blend Equity,,,,"114,14 MUS$",13 oct 2025,"0,20 %",21 jul 2022
Amundi MSCI All Country World ETF EURAcc,LU1829220216,—,"0,00 %",Global Large-Cap Blend Equity,,,,"1991,44 M€",13 oct 2025,"0,45 %",8 nov 2018
Amundi MSCI All Country World ETF USDAcc,LU1829220133,—,"0,00 %",Global Large-Cap Blend Equity,,,,"2302,29 MUS$",13 oct 2025,"0,45 %",8 nov 2018
Amundi MSCI Brazil ETF Acc,LU1900066207,—,"0,00 %",Brazil Equity,,,,"197,77 M€",13 oct 2025,"0,65 %",14 mar 2019
Amundi MSCI China A ETF Acc,FR0011720911,—,"0,00 %",China Equity - A Shares,,,,—,—,"0,35 %",28 ago 2014
Amundi MSCI China ESG Sel - ETF DR (C),LU2343997487,—,"0,00 %",China Equity,,,,"144,24 MUS$",13 oct 2025,"0,35 %",21 oct 2021
Amundi MSCI China ESG Sel Extra ETF Acc,LU1900068914,—,"0,00 %",China Equity,,,,"739,64 M€",13 oct 2025,"0,65 %",21 feb 2019
Amundi MSCI China ETF Acc,LU1841731745,—,"0,00 %",China Equity,,,,"675,51 MUS$",13 oct 2025,"0,29 %",5 jul 2018
Amundi MSCI China Tech ETF EUR,LU1681043912,—,"0,00 %",Sector Equity Technology,—,,—,"163,72 M€",13 oct 2025,"0,55 %",18 abr 2018
Amundi MSCI China Tech ETF USD,LU1681044050,—,"0,00 %",Sector Equity Technology,—,,—,"189,28 MUS$",13 oct 2025,"0,55 %",18 abr 2018
Amundi MSCI Digital Economy ETF Acc,LU2023678878,—,"0,00 %",Sector Equity Technology,,,,"163,21 MUS$",13 oct 2025,"0,45 %",14 jun 2024
Amundi MSCI Disruptive Tech ETF Acc,LU2023678282,—,"0,00 %",Sector Equity Technology,,,,"182,90 MUS$",13 oct 2025,"0,45 %",14 jun 2024
Amundi MSCI East Eurp ex Russia ETF Acc,LU1900066462,—,"0,00 %",Emerging Europe ex-Russia Equity,—,,,"262,41 M€",13 oct 2025,"0,50 %",14 mar 2019
Amundi MSCI East Eurp ex Russia ETF Dis,LU2090063160,—,"4,20 %",Emerging Europe ex-Russia Equity,—,,,"262,41 M€",13 oct 2025,"0,50 %",3 jul 2020
Amundi MSCI EM Asia ESG Brd TrnstnETFAcc,LU1781541849,—,—,Asia ex-Japan Equity,—,—,,"333,72 MUS$",10 oct 2025,"0,25 %",19 nov 2024
Amundi MSCI EM Asia SRIClmtPrsAlgdETFDRD,LU2300294589,—,"1,22 %",Asia ex-Japan Equity,,,,"304,51 MUS$",13 oct 2025,"0,25 %",11 ago 2021
Amundi MSCI Emerg Mkts Swp II ETF EURAcc,FR0010429068,"14,60 €","0,00 %",Global Emerging Markets Equity,,,,"962,10 M€",13 oct 2025,"0,55 %",17 abr 2007
Amundi MSCI Emerg Mkts Swp II ETF USDAcc,FR0010435297,"17,24 US$","0,00 %",Global Emerging Markets Equity,,,,"1112,28 MUS$",13 oct 2025,"0,55 %",23 abr 2007
Amundi MSCI Emerging Ex Chn ESGSelETFDRC,LU2345046655,—,"0,00 %",Global Emerging Markets ex-China Equity,,,,"721,09 MUS$",13 oct 2025,"0,35 %",21 oct 2021
Amundi MSCI Emerging Mkt Ex China ETFAcc,LU2009202107,"32,30 US$","0,00 %",Global Emerging Markets ex-China Equity,,,,"2650,37 MUS$",13 oct 2025,"0,15 %",19 jun 2019
Amundi MSCI EmMktsESGBrdTrnstn ETFDRC,LU2109787049,"68,49 US$","0,00 %",Global Emerging Markets Equity,,,,"1254,13 MUS$",13 oct 2025,"0,18 %",14 sept 2020
Amundi MSCI EmMktsSRIClmtPrsAlgdETFDRC,LU1861138961,"68,46 US$","0,00 %",Global Emerging Markets Equity,,,,"2637,49 MUS$",13 oct 2025,"0,25 %",16 ene 2019
Amundi MSCI EmMktsSRIClmtPrsAlgdETFDRD,LU2059756754,—,"1,69 %",Global Emerging Markets Equity,,,,"2637,49 MUS$",13 oct 2025,"0,25 %",24 oct 2019
Amundi MSCI EMU Clmt Paris Algd ETF Acc,LU2182388582,—,"0,00 %",Eurozone Large-Cap Equity,,,,"241,92 M€",13 oct 2025,"0,15 %",25 jun 2020
Amundi MSCI EMU ESG Brd Trnstn ETF ACC,LU0908501058,"316,10 €","0,00 %",Eurozone Large-Cap Equity,,—,,"1023,84 M€",13 oct 2025,"0,12 %",19 feb 2024
Amundi MSCI EMU ESG Brd Trnstn ETF DIST,LU0908501132,"222,15 €","1,98 %",Eurozone Large-Cap Equity,,—,,"1023,84 M€",13 oct 2025,"0,12 %",19 feb 2024
Amundi MSCI EMU ESG Sel ETF DR EUR C,LU1602144575,"336,85 €","0,00 %",Eurozone Large-Cap Equity,,,,"2201,88 M€",13 oct 2025,"0,25 %",14 feb 2018
Amundi MSCI EMU High Dividend ETF Acc,FR0010717090,"175,64 €","0,00 %",Eurozone Large-Cap Equity,,,,"240,77 M€",13 oct 2025,"0,30 %",26 feb 2009
Amundi MSCI EMU SmCapESGBrdTrnstnETFDIS,LU1598689153,"389,75 €","0,00 %",Eurozone Small-Cap Equity,,—,,"367,58 M€",13 oct 2025,"0,40 %",8 feb 2024
Amundi MSCI EMU SRI ClmtPrsAlgdETFDRC,LU2109787635,—,"0,00 %",Eurozone Large-Cap Equity,,,,"203,37 M€",13 oct 2025,"0,18 %",10 mar 2020
Amundi MSCI EMU Value Factor ETF Dis,LU1598690169,"161,28 €","3,37 %",Eurozone Large-Cap Equity,,,,"212,39 M€",13 oct 2025,"0,40 %",14 jun 2024
Amundi MSCI Europe Action UCITS ETF Dist,LU2608817958,"121,30 €","2,49 %",Europe Large-Cap Blend Equity,,—,,"762,14 M€",13 oct 2025,"0,09 %",24 may 2023
Amundi MSCI Europe ESG Sel ETF Acc,LU1940199711,"43,27 US$","0,00 %",Europe Large-Cap Blend Equity,,,,"1092,83 M€",13 oct 2025,"0,20 %",12 feb 2019
Amundi MSCI Europe ESGBrdTrnstnETFDREURC,LU1681042609,—,"0,00 %",Europe Large-Cap Blend Equity,,,,"2356,01 M€",13 oct 2025,"0,12 %",22 mar 2018
Amundi MSCI Europe ETF Acc,FR0010261198,—,"0,00 %",Europe Large-Cap Blend Equity,,,,"559,75 M€",13 oct 2025,"0,25 %",9 ene 2006
Amundi MSCI Eurp ESG Sel ETF EUR H Acc,LU1940199984,—,"0,00 %",Other Equity,—,—,,"1092,83 M€",13 oct 2025,"0,25 %",7 may 2021
Amundi MSCI Eurp Ex EMU ESG Sel ETFAcc,FR0010821819,—,"0,00 %",Europe Large-Cap Blend Equity,,,,"239,34 M€",13 oct 2025,"0,30 %",15 dic 2009
Amundi MSCI Eurp Ex Switz ESG Sel ETFDRC,LU1681044308,"343,35 €","0,00 %",Europe Large-Cap Blend Equity,,,,"540,32 M€",13 oct 2025,"0,15 %",31 ene 2018
Amundi MSCI EurSmCapESG BrdTrnstnETFAcc,LU1681041544,"150,99 €","0,00 %",Europe Small-Cap Equity,,—,,—,—,"0,23 %",17 mar 2023
Amundi MSCI EurSmCapESG BrdTrnstnETFDis,LU2572257470,"56,01 €","2,28 %",Europe Small-Cap Equity,,—,,—,—,"0,23 %",10 mar 2023
Amundi MSCI EurSRIClmtPrsAlgdETF DRC,LU1861137484,—,"0,00 %",Europe Large-Cap Blend Equity,,,,"2112,56 M€",13 oct 2025,"0,18 %",11 sept 2018
Amundi MSCI Greece ETF Dist,FR0010405431,"2,31 €","2,65 %",Other Equity,—,—,—,"272,32 M€",13 oct 2025,"0,45 %",5 ene 2007
Amundi MSCI India II ETF EUR Acc,FR0010361683,"27,42 €","0,00 %",India Equity,,,,"1429,80 M€",13 oct 2025,"0,85 %",7 nov 2006
Amundi MSCI India II ETF USD Acc,FR0010375766,"31,81 US$","0,00 %",India Equity,,,,"1652,99 MUS$",13 oct 2025,"0,85 %",12 dic 2006
